Roll Number,Street Number,Unit Number,Street Name,Street Type,Full Address,Neighbourhood Area,Property Use Code,Zoning,Total Assessed Value,Assessment Date,Detail URL,Current Assessment Year,Status 1,Geometry,Centroid Lat,Centroid Lon
12080267000,1336,,WOLSELEY,AVENUE,1336 WOLSELEY AVENUE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,622000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080267000,2026,TAXABLE,"MULTIPOLYGON (((-97.19034503579257 49.87920440186788, -97.19034487394232 49.879206496974604, -97.19051852775722 49.87921209475098, -97.19057797083454 49.87844197752349, -97.19057379719965 49.87844103080677, -97.19055481300248 49.87843341791834, -97.1905533036151 49.87842538880633, -97.1904881519558 49.8784181651711, -97.19042073356842 49.87840083171188, -97.19040717016699 49.87839994443598, -97.19034503579257 49.87920440186788)))",49.87881336606908,-97.19046167599531
12080268100,1412,,PORTAGE,AVENUE,1412 PORTAGE AVENUE,WOLSELEY,CMOFF - OFFICE,C2 - COM - COMMUNITY,2046000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080268100,2026,TAXABLE,"MULTIPOLYGON (((-97.19032087073921 49.882110322017425, -97.1907211006304 49.88203297337801, -97.19074748929312 49.88169118600999, -97.1903543269771 49.88167848198792, -97.19032087073921 49.882110322017425)))",49.88187887615522,-97.19052825086683
12080272000,539,,RAGLAN,ROAD,539 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,301000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080272000,2026,TAXABLE,"MULTIPOLYGON (((-97.19024039786099 49.88149373358234, -97.19022983057148 49.88163055067496, -97.19075086888557 49.88164740255494, -97.19076143219462 49.88151057816365, -97.19024039786099 49.88149373358234)))",49.881570566416556,-97.1904956346402
12080273000,537,,RAGLAN,ROAD,537 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,435000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080273000,2026,TAXABLE,"MULTIPOLYGON (((-97.19024039786099 49.88149373358234, -97.19076143219462 49.88151057816365, -97.19077199543366 49.88137375376764, -97.1902509665053 49.88135691560775, -97.19024039786099 49.88149373358234)))",49.881433745473075,-97.19050619996611
12080274000,529,,RAGLAN,ROAD,529 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,467000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080274000,2026,TAXABLE,"MULTIPOLYGON (((-97.1902509665053 49.88135691560775, -97.19077199543366 49.88137375376764, -97.19078255999395 49.88123692938864, -97.19026153365479 49.8812200985057, -97.1902509665053 49.88135691560775)))",49.88129692445979,-97.19051676616867
12080280000,525,,RAGLAN,ROAD,525 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,673000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080280000,2026,TAXABLE,"MULTIPOLYGON (((-97.19026153365479 49.8812200985057, -97.19078255999395 49.88123692938864, -97.19079312309303 49.88110010498321, -97.19027210212546 49.881083281420665, -97.19026153365479 49.8812200985057)))",49.88116010377722,-97.19052733196915
12080281000,521,,RAGLAN,ROAD,521 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,653000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080281000,2026,TAXABLE,"MULTIPOLYGON (((-97.19027210212546 49.881083281420665, -97.19079312309303 49.88110010498321, -97.1908036861557 49.880963279674106, -97.1902826691349 49.88094646430919, -97.19027210212546 49.881083281420665)))",49.88102328277923,-97.19053789767416
12080282000,517,,RAGLAN,ROAD,517 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,476000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080282000,2026,TAXABLE,"MULTIPOLYGON (((-97.1902826691349 49.88094646430919, -97.1908036861557 49.880963279674106, -97.19081424911481 49.88082645525925, -97.19029323607435 49.880809647193004, -97.1902826691349 49.88094646430919)))",49.880886461781316,-97.19054846238198
12080283000,515,,RAGLAN,ROAD,515 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,713000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080283000,2026,TAXABLE,"MULTIPOLYGON (((-97.19029323607435 49.880809647193004, -97.19081424911481 49.88082645525925, -97.19082481200391 49.8806896308397, -97.1903038043686 49.88067282919485, -97.19029323607435 49.880809647193004)))",49.8807496408143,-97.19055902735792
12080284000,511,,RAGLAN,ROAD,511 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,633000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080284000,2026,TAXABLE,"MULTIPOLYGON (((-97.1903038043686 49.88067282919485, -97.19082481200391 49.8806896308397, -97.19083537482302 49.88055280641543, -97.19031437116801 49.88053601206926, -97.1903038043686 49.88067282919485)))",49.88061281980218,-97.19056959285292
12080285000,505,,RAGLAN,ROAD,505 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,746000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080285000,2026,TAXABLE,"MULTIPOLYGON (((-97.19031437116801 49.88053601206926, -97.19083537482302 49.88055280641543, -97.19084593757216 49.88041598198646, -97.19032493928862 49.88039919496066, -97.19031437116801 49.88053601206926)))",49.880475999060465,-97.19058015796533
12080286000,501,,RAGLAN,ROAD,501 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,605000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080286000,2026,TAXABLE,"MULTIPOLYGON (((-97.19032493928862 49.88039919496066, -97.19084593757216 49.88041598198646, -97.1908565016425 49.88027915757448, -97.19033550594801 49.88026237782564, -97.19032493928862 49.88039919496066)))",49.880339178228944,-97.19059072338453
12080287000,497,,RAGLAN,ROAD,497 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,438000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080287000,2026,TAXABLE,"MULTIPOLYGON (((-97.19033550594801 49.88026237782564, -97.1908565016425 49.88027915757448, -97.19086706425166 49.88014233313608, -97.19034607253741 49.88012556068589, -97.19033550594801 49.88026237782564)))",49.8802023574778,-97.19060128835694
12080288000,485,,RAGLAN,ROAD,485 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,675000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080288000,2026,TAXABLE,"MULTIPOLYGON (((-97.19034607253741 49.88012556068589, -97.19086706425166 49.88014233313608, -97.19087762679084 49.88000550869297, -97.19035664048158 49.87998874266418, -97.19034607253741 49.88012556068589)))",49.88006553648725,-97.19061185298293
12080289000,481,,RAGLAN,ROAD,481 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,524000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080289000,2026,TAXABLE,"MULTIPOLYGON (((-97.19035664048158 49.87998874266418, -97.19087762679084 49.88000550869297, -97.19088818926002 49.879868684245146, -97.19036720693097 49.87985192551502, -97.19035664048158 49.87998874266418)))",49.87992871545155,-97.1906224181279
12080290000,479,,RAGLAN,ROAD,479 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,629000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080290000,2026,TAXABLE,"MULTIPOLYGON (((-97.19036720693097 49.87985192551502, -97.19088818926002 49.879868684245146, -97.19089875165923 49.87973185979262, -97.19037777470152 49.87971510838287, -97.19036720693097 49.87985192551502)))",49.87979189468628,-97.19063298289035
12080291000,475,,RAGLAN,ROAD,475 RAGLAN ROAD,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,625000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080291000,2026,TAXABLE,"MULTIPOLYGON (((-97.19037777470152 49.87971510838287, -97.19089875165923 49.87973185979262, -97.19091184983412 49.879562197299045, -97.1903549540824 49.87954434186963, -97.19038918592442 49.879567345809356, -97.19037777470152 49.87971510838287)))",49.879638283846646,-97.19064364641775
12080292000,1341,,WOLSELEY,AVENUE,1341 WOLSELEY AVENUE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,291000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080292000,2026,TAXABLE,"MULTIPOLYGON (((-97.1903549540824 49.87954434186963, -97.19091184983412 49.879562197299045, -97.1909238908641 49.879406216782336, -97.19037878098946 49.87938870731613, -97.19033007319861 49.87939811751532, -97.19032057423173 49.8795212393623, -97.1903549540824 49.87954434186963)))",49.87947466428004,-97.19062340719654
12080293000,1308,,PORTAGE,AVENUE,1308 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,759000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080293000,2026,TAXABLE,"MULTIPOLYGON (((-97.18896224280488 49.8820763680013, -97.18884033681401 49.882099926922194, -97.1887224946315 49.88212270035957, -97.18869928724152 49.88242369254672, -97.18881711748158 49.88240092344156, -97.18893901019646 49.88237736797827, -97.18896224280488 49.8820763680013)))",49.88225002975323,-97.1888307591019
12080295000,1314,,PORTAGE,AVENUE,1314 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,225000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080295000,2026,TAXABLE,"MULTIPOLYGON (((-97.18893901019646 49.88237736797827, -97.18905277488889 49.88235538392548, -97.18907602224628 49.882054379705785, -97.18896224280488 49.8820763680013, -97.18893901019646 49.88237736797827)))",49.88221587166644,-97.18900751282786
12080296100,1318,,PORTAGE,AVENUE,1318 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,278000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080296100,2026,TAXABLE,"MULTIPOLYGON (((-97.18905277488889 49.88235538392548, -97.18914366106259 49.88233782039388, -97.1891669204772 49.88203681297296, -97.18907602224628 49.882054379705785, -97.18905277488889 49.88235538392548)))",49.88219609593661,-97.1891098449466
12080297100,1320,,PORTAGE,AVENUE,1320 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,300000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080297100,2026,TAXABLE,"MULTIPOLYGON (((-97.18914366106259 49.88233782039388, -97.18928843325554 49.882309843946715, -97.18931170585526 49.88200883198314, -97.1891669204772 49.88203681297296, -97.18914366106259 49.88233782039388)))",49.88217332505118,-97.18922768041828
12080298000,1324,,PORTAGE,AVENUE,1324 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,581000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080298000,2026,TAXABLE,"MULTIPOLYGON (((-97.18928843325554 49.882309843946715, -97.1894062615981 49.882287073315325, -97.18952409119026 49.88226430348353, -97.18954739042346 49.88196328379768, -97.18942954888898 49.88198605796184, -97.18931170585526 49.88200883198314, -97.18928843325554 49.882309843946715)))",49.882136562879275,-97.18941790557531
12080300000,1330,,PORTAGE,AVENUE,1330 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,1994000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080300000,2026,TAXABLE,"MULTIPOLYGON (((-97.19032087073955 49.88211032200843, -97.1903543269771 49.88167848198792, -97.19015442765235 49.881672022235065, -97.19014079070024 49.88184855556118, -97.19001485004081 49.88187291290757, -97.18988890783307 49.88189727099286, -97.18976296689308 49.881921628961514, -97.18973966926204 49.88222264241509, -97.18986562430773 49.882198300880574, -97.1899915791964 49.88217396010665, -97.1901175339953 49.882149618295394, -97.19032087073955 49.88211032200843)))",49.88197602111891,-97.19007247426234
12080305500,534,,CRAIG,STREET,534 CRAIG STREET,WOLSELEY,VRES1 - VACANT RESIDENTIAL 1,R2 - RES - TWO FAMILY,214000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080305500,2026,TAXABLE,"MULTIPOLYGON (((-97.18977953520537 49.881707551369864, -97.18976656671585 49.88187510819707, -97.19007539779518 49.88181542596415, -97.1900829747209 49.881717341416994, -97.18977953520537 49.881707551369864)))",49.88177994472698,-97.18991277509437
12080306000,530,,CRAIG,STREET,530 CRAIG STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,263000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080306000,2026,TAXABLE,"MULTIPOLYGON (((-97.18978484057672 49.88163901309614, -97.18977953520537 49.881707551369864, -97.1900829747209 49.881717341416994, -97.19008827368215 49.88164875091432, -97.18978484057672 49.88163901309614)))",49.88167816501142,-97.18993392516931
12080307000,528,,CRAIG,STREET,528 CRAIG STREET,WOLSELEY,RESMC - MULTIFAMILY CONVERSION,R2 - RES - TWO FAMILY,220000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080307000,2026,TAXABLE,"MULTIPOLYGON (((-97.19008827368249 49.88164875090533, -97.19008996553657 49.88162685118559, -97.19016304241818 49.881560510865754, -97.18979183790641 49.881548599546285, -97.18978484057672 49.88163901309614, -97.19008827368249 49.88164875090533)))",49.881597366005785,-97.18995379044155
12080308000,526,,CRAIG,STREET,526 CRAIG STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,234000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080308000,2026,TAXABLE,"MULTIPOLYGON (((-97.18979183790641 49.881548599546285, -97.19016304241818 49.881560510865754, -97.19017010151951 49.88146912520807, -97.18979891206315 49.881457205957574, -97.18979183790641 49.881548599546285)))",49.8815088605988,-97.18998097061298
12080309000,522,,CRAIG,STREET,522 CRAIG STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,272000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080309000,2026,TAXABLE,"MULTIPOLYGON (((-97.18979891206315 49.881457205957574, -97.19017010151951 49.88146912520807, -97.19017708000914 49.88137878882464, -97.18980590292199 49.88136686997525, -97.18979891206315 49.881457205957574)))",49.8814179977423,-97.18998799911039
12080310000,518,,CRAIG,STREET,518 CRAIG STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,340000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080310000,2026,TAXABLE,"MULTIPOLYGON (((-97.18980590290806 49.88136686997504, -97.19017708000914 49.88137878882464, -97.19018421047657 49.88128647243246, -97.18981304900862 49.881274545652055, -97.18980590290806 49.88136686997504)))",49.881326669441066,-97.18999505775822
12080311000,514,,CRAIG,STREET,514 CRAIG STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,226000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080311000,2026,TAXABLE,"MULTIPOLYGON (((-97.18981304900862 49.881274545652055, -97.19018421047657 49.88128647243246, -97.1901895034907 49.881217962837475, -97.1898183510614 49.881206031715195, -97.18981304900862 49.881274545652055)))",49.88124625322579,-97.19000127641289
12080312000,512,,CRAIG,STREET,512 CRAIG STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,261000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080312000,2026,TAXABLE,"MULTIPOLYGON (((-97.19019479509605 49.88114945321957, -97.1898236544542 49.88113751869785, -97.1898183510614 49.881206031715195, -97.1901895034907 49.881217962837475, -97.19019479509605 49.88114945321957)))",49.881177741739656,-97.1900065743104
