roll_number,full_address,has_garden,total_assessed_value,block_id,street_number,street_name,property_use_code,geometry,centroid_lat,centroid_lon
12090220000,36 ALLOWAY AVENUE,FALSE,303000,44,36,ALLOWAY,RESGC - RESIDENTIAL GROUP CARE,"MULTIPOLYGON (((-97.16231891160473 49.88342589575328, -97.1623387943246 49.8831522706047, -97.16219878201957 49.88314822328059, -97.16217907077542 49.88342185006631, -97.16231891160473 49.88342589575328)))",49.88328703,-97.16225889
12090219000,38 ALLOWAY AVENUE,TRUE,513000,44,38,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16231891160473 49.88342589575328, -97.16245875245959 49.88342994133471, -97.16247863468675 49.88315631204737, -97.16233879433815 49.883152270613905, -97.16231891160473 49.88342589575328)))",49.88329111,-97.16239877
12090192000,39 ALLOWAY AVENUE,FALSE,242000,44,39,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16239647669734 49.88388331624867, -97.16252365864543 49.883886985413284, -97.16254350349575 49.88361346322193, -97.16241595152606 49.88360977116409, -97.16239647669734 49.88388331624867)))",49.88374832,-97.1624699
12090218000,40 ALLOWAY AVENUE,FALSE,316000,44,40,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16245875245959 49.88342994133471, -97.16261520403012 49.88343446719249, -97.16263508566246 49.88316083398727, -97.16247863470065 49.88315631204759, -97.16245875245959 49.88342994133471)))",49.88329539,-97.16254692
12090191000,43 ALLOWAY AVENUE,FALSE,402000,44,43,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16267130747815 49.883617161616534, -97.16254350348149 49.8836134632307, -97.16252365863117 49.883886985422066, -97.16265146413927 49.88389067288536, -97.16267130747815 49.883617161616534)))",49.88375207,-97.16259748
12090216000,46 ALLOWAY AVENUE,FALSE,309000,44,46,ALLOWAY,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16263796721957 49.883160917271915, -97.1626180855868 49.8834345505495, -97.16275792648887 49.88343859573434, -97.16277797964604 49.88316496354511, -97.16263796721957 49.883160917271915)))",49.88329973,-97.16269799
12090190000,47 ALLOWAY AVENUE,FALSE,263000,44,47,ALLOWAY,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16280025475875 49.88362089373246, -97.16267130749242 49.883617161607766, -97.16265146413961 49.88389067287636, -97.16278041306124 49.88389439229097, -97.16280025475875 49.88362089373246)))",49.88375578,-97.16272586
12090215000,48 ALLOWAY AVENUE,FALSE,236000,44,48,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16289353053962 49.88344251819989, -97.16291358319593 49.883168882348926, -97.16277797964604 49.88316496354511, -97.16275792648887 49.88343859573434, -97.16289353053962 49.88344251819989)))",49.88330374,-97.16283576
12090214000,50 ALLOWAY AVENUE,FALSE,537000,44,50,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16302663371337 49.883446368176024, -97.16304668585227 49.883172729104196, -97.16291358319593 49.883168882348926, -97.1628935305257 49.88344251819967, -97.16302663371337 49.883446368176024)))",49.88330762,-97.16297011
12090189000,51 ALLOWAY AVENUE,TRUE,404000,44,51,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16290754293672 49.88389805976779, -97.16292738305731 49.88362457285948, -97.16280025475909 49.883620893723474, -97.16278041307517 49.88389439229118, -97.16290754293672 49.88389805976779)))",49.88375948,-97.1628539
12090213000,52 ALLOWAY AVENUE,FALSE,375000,44,52,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1630466858526 49.883172729095214, -97.16302663371371 49.883446368167036, -97.1631537204425 49.883450044814886, -97.16317375950855 49.88317640118174, -97.1630466858526 49.883172729095214)))",49.88331139,-97.1631002
12090188000,55 ALLOWAY AVENUE,FALSE,390000,44,55,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16304785131841 49.88390210680606, -97.16306768972527 49.88362863283017, -97.16292738305731 49.88362457285948, -97.1629075429228 49.88389805976757, -97.16304785131841 49.88390210680606)))",49.88376334,-97.16298762
12090186100,59 ALLOWAY AVENUE,FALSE,275000,44,59,ALLOWAY,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16306768971135 49.88362863282994, -97.16304785131841 49.88390210680606, -97.16308252946486 49.883903107183954, -97.16320521416196 49.88390664631906, -97.16320922470175 49.88385189028117, -97.16320995571793 49.883841909675986, -97.16321597076805 49.883759758175, -97.16322098442801 49.88369129920727, -97.16322349285514 49.883657062687284, -97.16322524185692 49.88363319141206, -97.16306768971135 49.88362863282994)))",49.88376762,-97.1631365
12082138000,14 ARLINGTON STREET,TRUE,307000,28,14,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17043887041784 49.87772508175338, -97.17044664637065 49.877618983233596, -97.17010865574474 49.87760861683753, -97.17010086147236 49.877714714994994, -97.17043887041784 49.87772508175338)))",49.87766685,-97.17027376
12082139000,16 ARLINGTON STREET,TRUE,290000,28,16,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17043184695773 49.87782092252889, -97.17043887040357 49.877725081762165, -97.17010086145812 49.877714715003755, -97.1700938207008 49.87781055566878, -97.1704201963413 49.87782056524075, -97.17043184695773 49.87782092252889)))",49.87776782,-97.17026635
12082140000,18 ARLINGTON STREET,FALSE,373000,28,18,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17042019634162 49.87782056523175, -97.1700938207008 49.87781055566878, -97.17008578498925 49.877919939164435, -97.17041217914048 49.87792994911068, -97.17042019634162 49.87782056523175)))",49.87787025,-97.170253
12082409000,19 ARLINGTON STREET,FALSE,347000,28,19,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16948496625832 49.87793622200531, -97.16982421729226 49.877946747681996, -97.16983472344937 49.87780458750588, -97.16948496625832 49.87793622200531)))",49.87789585,-97.16971464
12082141000,20 ARLINGTON STREET,FALSE,404000,28,20,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17041217915438 49.87792994911089, -97.17008578500317 49.87791993916466, -97.17007923826893 49.87800905390165, -97.17040564750602 49.87801906431746, -97.17041217915438 49.87792994911089)))",49.8779695,-97.17024571
12082410000,21 ARLINGTON STREET,TRUE,249000,28,21,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16939364332399 49.878001988949556, -97.16981915904903 49.878015191252715, -97.16982421730617 49.87794674768222, -97.16948496627222 49.87793622200553, -97.16939602693897 49.87796969490356, -97.16939364332399 49.878001988949556)))",49.87797595,-97.16961925
12082142000,22 ARLINGTON STREET,FALSE,295000,28,22,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1704056474921 49.87801906431724, -97.17007923826893 49.87800905390165, -97.17007270023251 49.87809805011219, -97.17039912552987 49.87810806060818, -97.1704056474921 49.87801906431724)))",49.87805856,-97.17023918
12082411000,23 ARLINGTON STREET,FALSE,322000,28,23,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16938555839043 49.878111460152304, -97.16981106798256 49.87812466598174, -97.16981915904903 49.878015191252715, -97.16939364332399 49.878001988949556, -97.16938555839043 49.878111460152304)))",49.87806333,-97.16960236
12082143000,24 ARLINGTON STREET,FALSE,306000,28,24,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17039912552987 49.87810806060818, -97.17007270021861 49.87809805011197, -97.17006565999634 49.878193881594605, -97.17039210195303 49.878203891533765, -97.17039912552987 49.87810806060818)))",49.87815097,-97.1702324
12082412000,25 ARLINGTON STREET,TRUE,290000,28,25,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16938555839043 49.878111460152304, -97.16937888972457 49.878201774544706, -97.16980439301604 49.878214983893365, -97.16981106798256 49.87812466598174, -97.16938555839043 49.878111460152304)))",49.87816322,-97.16959498
12082144000,26 ARLINGTON STREET,FALSE,258000,28,26,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17039210196695 49.878203891533985, -97.17006566001025 49.878193881594825, -97.17005836829404 49.87829313618857, -97.17038482707159 49.878303145592035, -97.17039210196695 49.878203891533985)))",49.87824851,-97.17022524
12082413000,27 ARLINGTON STREET,FALSE,348000,28,27,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16937888972457 49.878201774544706, -97.1693722210293 49.878292088935105, -97.16979771805406 49.878305300904, -97.16980439301604 49.878214983893365, -97.16937888972457 49.878201774544706)))",49.87825354,-97.16958831
12082145000,28 ARLINGTON STREET,FALSE,280000,28,28,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.170384827058 49.87830314558284, -97.17005836829404 49.87829313618857, -97.17005208224866 49.878378700987, -97.17037855551233 49.87838871063409, -97.170384827058 49.87830314558284)))",49.87834092,-97.17021846
12082414000,29 ARLINGTON STREET,TRUE,382000,28,29,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1693722210293 49.878292088935105, -97.16936555091351 49.87838240330152, -97.16979104306265 49.87839561791265, -97.16979771805406 49.878305300904, -97.1693722210293 49.878292088935105)))",49.87834385,-97.16958163
12082146000,30 ARLINGTON STREET,FALSE,280000,28,30,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17037855552624 49.87838871063431, -97.17005208224866 49.878378700987, -97.170045796177 49.87846426578364, -97.17037228533154 49.87847427570552, -97.17037855552624 49.87838871063431)))",49.87842649,-97.17021218
12082415000,31 ARLINGTON STREET,TRUE,315000,28,31,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16979104306265 49.87839561791265, -97.16936555091351 49.87838240330152, -97.16935888215943 49.87847271768791, -97.16978436800783 49.878485935818254, -97.16979104306265 49.87839561791265)))",49.87843417,-97.16957496
12082416000,33 ARLINGTON STREET,FALSE,315000,28,33,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16978436800783 49.878485935818254, -97.16935888215943 49.87847271768791, -97.16935206037127 49.87856508536793, -97.16977754120929 49.87857830612983, -97.16978436800783 49.878485935818254)))",49.87852551,-97.16956821
12082147000,34 ARLINGTON STREET,TRUE,286000,28,34,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17037228531763 49.87847427570531, -97.170045796177 49.87846426578364, -97.17003951007905 49.87854983057847, -97.17003322395483 49.87863539537151, -97.17035974206762 49.87864540578942, -97.17036601370592 49.87855984074377, -97.17037228531763 49.87847427570531)))",49.87855484,-97.17020276
12082417000,35 ARLINGTON STREET,FALSE,446000,28,35,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16977754120929 49.87857830612983, -97.1693520603716 49.878565085358936, -97.16934554317187 49.878653346432685, -97.16977101787782 49.87866656982549, -97.16977754120929 49.87857830612983)))",49.87861583,-97.16956154
12082418000,37 ARLINGTON STREET,FALSE,372000,28,37,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16977101787782 49.87866656982549, -97.16934554317187 49.878653346432685, -97.1693388729724 49.87874365989212, -97.16976434134354 49.87875688770311, -97.16977101787782 49.87866656982549)))",49.87870512,-97.16955495
12082419000,39 ARLINGTON STREET,FALSE,421000,28,39,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16976434134354 49.87875688770311, -97.1693388729724 49.87874365989212, -97.16933220410067 49.878833974270485, -97.16975766620493 49.87884720470172, -97.16976434134354 49.87875688770311)))",49.87879543,-97.16954827
12082149000,40 ARLINGTON STREET,FALSE,271000,28,40,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17035974206729 49.8786454057984, -97.17003322395483 49.87863539537151, -97.17002693780431 49.87872096016277, -97.1700206516275 49.87880652495222, -97.17034720010315 49.87881653590631, -97.17035347040276 49.878730970842284, -97.17035974206729 49.8786454057984)))",49.87872597,-97.1701902
12082420000,41 ARLINGTON STREET,FALSE,307000,28,41,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16975766620493 49.87884720470172, -97.16933220410067 49.878833974270485, -97.16932553519949 49.87892428864684, -97.16975099103689 49.87893752169832, -97.16975766620493 49.87884720470172)))",49.87888575,-97.1695416
12082421000,43 ARLINGTON STREET,FALSE,306000,28,43,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16932553519949 49.87892428864684, -97.16931886487778 49.87901460299922, -97.16974431580545 49.87902783959188, -97.16975099103689 49.87893752169832, -97.16932553519949 49.87892428864684)))",49.87897606,-97.16953493
12082155000,44 ARLINGTON STREET,FALSE,450000,28,44,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17034720010348 49.87881653589732, -97.1700206516275 49.87880652495222, -97.17001436542441 49.87889208973987, -97.1703409283865 49.8789021009376, -97.17034720010348 49.87881653589732)))",49.87885431,-97.17018079
12082422000,45 ARLINGTON STREET,FALSE,314000,28,45,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1693121959178 49.87910491737156, -97.16973764057853 49.87911815658446, -97.16974431580545 49.87902783959188, -97.16931886487778 49.87901460299922, -97.1693121959178 49.87910491737156)))",49.87906638,-97.16952826
12082156000,46 ARLINGTON STREET,FALSE,297000,28,46,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1703409283865 49.8789021009376, -97.17001436542441 49.87889208973987, -97.17000807919504 49.878977654525734, -97.17033465664326 49.87898766597609, -97.1703409283865 49.8789021009376)))",49.87893988,-97.17017451
12082423000,47 ARLINGTON STREET,FALSE,557000,28,47,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16930552553724 49.87919523171992, -97.16973096532219 49.879208473575034, -97.16973764057853 49.87911815658446, -97.1693121959178 49.87910491737156, -97.16930552553724 49.87919523171992)))",49.87915669,-97.16952158
12082424000,51 ARLINGTON STREET,FALSE,419000,28,51,ARLINGTON,RESDU - DUPLEX,"MULTIPOLYGON (((-97.16930552553724 49.87919523171992, -97.16929885655242 49.87928554518929, -97.16972429000242 49.87929879146258, -97.16973096532219 49.879208473575034, -97.16930552553724 49.87919523171992)))",49.87924701,-97.16951491
12082438000,71 ARLINGTON STREET,TRUE,263000,28,71,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16927736682693 49.87957595706601, -97.16970281221782 49.879589212589565, -97.16971093710153 49.87947944788585, -97.16928549311082 49.87946621759568, -97.16927736682693 49.87957595706601)))",49.87952771,-97.16949416
12082225000,72 ARLINGTON STREET,TRUE,436000,28,72,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17032119518 49.87963474966946, -97.17033122653301 49.87949788607711, -97.16997067071819 49.87948683482386, -97.16996061539642 49.87962369835322, -97.17032119518 49.87963474966946)))",49.87956079,-97.17014593
12082439000,73 ARLINGTON STREET,TRUE,271000,28,73,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16969612655987 49.87967954290038, -97.16970281221782 49.879589212589565, -97.16927736682693 49.87957595706601, -97.16927068119413 49.879666265768435, -97.16969612655987 49.87967954290038)))",49.87962774,-97.16948676
12082440000,75 ARLINGTON STREET,TRUE,282000,28,75,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16968944087245 49.87976987320918, -97.16969612655987 49.87967954290038, -97.16927068119413 49.879666265768435, -97.16926399414072 49.879756574446866, -97.16968944087245 49.87976987320918)))",49.87971806,-97.16948007
12082227000,76 ARLINGTON STREET,FALSE,397000,28,76,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17031116191664 49.879771638450144, -97.17032119518035 49.87963474966047, -97.16996061541067 49.879623698344474, -97.16995055809399 49.8797605881852, -97.17031116191664 49.879771638450144)))",49.87969767,-97.17013588
12082441000,77 ARLINGTON STREET,FALSE,223000,28,77,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16968275515553 49.879860203515975, -97.16968944087245 49.87976987320918, -97.16926399414072 49.879756574446866, -97.16925730705779 49.879846883123285, -97.16968275515553 49.879860203515975)))",49.87980838,-97.16947338
12082229000,78 ARLINGTON STREET,FALSE,367000,28,78,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1702669954026 49.87991093336269, -97.17027326807425 49.87982535127221, -97.16994653638514 49.87981533850887, -97.16994024783513 49.87990092033372, -97.1702669954026 49.87991093336269)))",49.87986314,-97.17010676
12082442000,79 ARLINGTON STREET,FALSE,464000,28,79,ARLINGTON,RESDU - DUPLEX,"MULTIPOLYGON (((-97.1692506199454 49.87993719179771, -97.16967606801798 49.879950533798784, -97.16968275515553 49.879860203515975, -97.16925730705779 49.879846883123285, -97.1692506199454 49.87993719179771)))",49.8798987,-97.1694667
12082230000,80 ARLINGTON STREET,FALSE,249000,28,80,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1702669954026 49.87991093336269, -97.16994024783513 49.87990092033372, -97.16993396064998 49.879986502178745, -97.1702607227047 49.87999651545137, -97.1702669954026 49.87991093336269)))",49.87994872,-97.17010048
12082443000,83 ARLINGTON STREET,FALSE,377000,28,83,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1692439341607 49.88002750139105, -97.16966938227611 49.88004086320261, -97.16967606801798 49.879950533798784, -97.1692506199454 49.87993719179771, -97.1692439341607 49.88002750139105)))",49.87998902,-97.16946001
12082231000,84 ARLINGTON STREET,FALSE,260000,28,84,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1702607227047 49.87999651545137, -97.16993396064998 49.879986502178745, -97.16992767204738 49.880072084, -97.17025444858938 49.8800820975163, -97.1702607227047 49.87999651545137)))",49.8800343,-97.1700942
12082444000,85 ARLINGTON STREET,TRUE,415000,28,85,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16923724698935 49.88011781006146, -97.16966269647075 49.880131193503374, -97.16966938227611 49.88004086320261, -97.1692439341607 49.88002750139105, -97.16923724698935 49.88011781006146)))",49.88007934,-97.16945332
12082232000,86 ARLINGTON STREET,FALSE,320000,28,86,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17025444858938 49.8800820975163, -97.16992767204738 49.880072084, -97.16992138477565 49.8801576667404, -97.17024817583899 49.8801676796014, -97.17025444858938 49.8800820975163)))",49.88011988,-97.17008792
12082445000,87 ARLINGTON STREET,FALSE,293000,28,87,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16923055978852 49.880208118729854, -97.1696560106359 49.880221523802135, -97.16966269647075 49.880131193503374, -97.16923724698935 49.88011781006146, -97.16923055978852 49.880208118729854)))",49.88016966,-97.16944664
12082233000,88 ARLINGTON STREET,FALSE,356000,28,88,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17024817583899 49.8801676796014, -97.16992138477565 49.8801576667404, -97.16991509612043 49.88024324855805, -97.17024190306235 49.880253261684715, -97.17024817583899 49.8801676796014)))",49.88020546,-97.17008164
12082234000,90 ARLINGTON STREET,FALSE,503000,28,90,ARLINGTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17024190306235 49.880253261684715, -97.16991509612043 49.88024324855805, -97.1699088088301 49.880328830395904, -97.17023563025946 49.88033884376621, -97.17024190306235 49.880253261684715)))",49.88029105,-97.17007536
12082446000,91 ARLINGTON STREET,FALSE,287000,28,91,ARLINGTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.1692238725582 49.88029842739624, -97.1696493233804 49.88031185407691, -97.1696560106359 49.880221523802135, -97.16923055978852 49.880208118729854, -97.1692238725582 49.88029842739624)))",49.88025998,-97.16943995
12082448000,93 ARLINGTON STREET,FALSE,407000,28,93,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16921718529841 49.88038873606062, -97.1696426375206 49.88040218347268, -97.1696493233804 49.88031185407691, -97.1692238725582 49.88029842739624, -97.16921718529841 49.88038873606062)))",49.8803503,-97.16943326
12082235000,100 ARLINGTON STREET,FALSE,274000,28,100,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17023563025946 49.88033884376621, -97.1699088088301 49.880328830395904, -97.16990252151346 49.88041441223194, -97.17022935603914 49.880424425823975, -97.17023563025946 49.88033884376621)))",49.88037663,-97.17006908
12082236000,102 ARLINGTON STREET,FALSE,215000,28,102,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17022935603914 49.880424425823975, -97.16990252151346 49.88041441223194, -97.16989623277934 49.88049999404422, -97.17022308318376 49.88051000790188, -97.17022935603914 49.880424425823975)))",49.88046221,-97.1700628
12082237000,104 ARLINGTON STREET,FALSE,395000,28,104,ARLINGTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17022308318376 49.88051000790188, -97.16989623277934 49.88049999404422, -97.1698899454101 49.880585575876665, -97.17021681030214 49.88059558997802, -97.17022308318376 49.88051000790188)))",49.88054779,-97.17005652
12082449000,105 ARLINGTON STREET,FALSE,408000,28,105,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16921049936632 49.88047904564392, -97.1696359515973 49.88049251376542, -97.1696426375206 49.88040218347268, -97.16921718529841 49.88038873606062, -97.16921049936632 49.88047904564392)))",49.88044062,-97.16942658
12082450000,107 ARLINGTON STREET,FALSE,257000,28,107,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16920381204756 49.88056935430428, -97.16962926564452 49.88058284405613, -97.1696359515973 49.88049251376542, -97.16921049936632 49.88047904564392, -97.16920381204756 49.88056935430428)))",49.88053094,-97.16941989
12082238000,120 ARLINGTON STREET,FALSE,226000,28,120,ARLINGTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17021681030214 49.88059558997802, -97.1698899454101 49.880585575876665, -97.16988399862555 49.88066650346134, -97.17021087854465 49.88067651780509, -97.17021681030214 49.88059558997802)))",49.88063105,-97.17005041
12082451000,121 ARLINGTON STREET,FALSE,425000,28,121,ARLINGTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16919712469931 49.880659662962636, -97.16962257966226 49.88067317434484, -97.16962926564452 49.88058284405613, -97.16920381204756 49.88056935430428, -97.16919712469931 49.880659662962636)))",49.88062126,-97.1694132
12082239000,122 ARLINGTON STREET,FALSE,382000,28,122,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17021087853072 49.88067651780487, -97.16988399862555 49.88066650346134, -97.16987736916755 49.880756740413176, -97.17020426446012 49.880766754124885, -97.17021087853072 49.88067651780487)))",49.88071663,-97.17004413
12082452000,123 ARLINGTON STREET,FALSE,372000,28,123,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1691904373216 49.880749971618975, -97.16961589229332 49.88076350371062, -97.16962257966226 49.88067317434484, -97.16919712469931 49.880659662962636, -97.1691904373216 49.880749971618975)))",49.88071158,-97.16940652
