roll_number,full_address,has_garden,total_assessed_value,street_number,street_name,property_use_code,geometry,centroid_lat,centroid_lon
12081952000.0,101 RUBY STREET,False,321000.0,101.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17242769858308 49.88030356269522, -97.17281874406486 49.88031554500163, -97.17282386456655 49.8802471033046, -97.17243277640833 49.88023511969229, -97.17242769858308 49.88030356269522)))",49.88027533205104,-97.17262577095292
12081311000.0,101 SHERBURN STREET,False,289000.0,101.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17620119409716 49.88024010301099, -97.17620806374968 49.880149778880615, -97.17582129222968 49.88013794388861, -97.17581441768465 49.88022826792249, -97.17620119409716 49.88024010301099)))",49.88018902352023,-97.17601124191413
12097805065.0,101-54 MARYLAND STREET,False,283000.0,54.0,MARYLAND,CNCOM - CONDO COMMERCIAL,"MULTIPOLYGON (((-97.16161542279819 49.880544997030036, -97.16162341790206 49.88043203873451, -97.1611991564026 49.880417484260214, -97.16119111165548 49.88053110647972, -97.16161542279819 49.880544997030036)))",49.8804813997381,-97.16140706995124
12081506000.0,1010 PALMERSTON AVENUE,False,552000.0,1010.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17515685325127 49.87669771620794, -97.17509412319612 49.87668697668691, -97.17506657558043 49.876679014135725, -97.17497067784711 49.87664647713188, -97.17491944092968 49.877327410725954, -97.17510876403612 49.877333179771604, -97.17515685325127 49.87669771620794)))",49.877002708952666,-97.17503768117164
12081613000.0,1010 WOLSELEY AVENUE,False,2942000.0,1010.0,WOLSELEY,RESAP - APARTMENTS,"MULTIPOLYGON (((-97.17430636876601 49.87912591939326, -97.17430015045794 49.8792080385558, -97.17429393073388 49.87929015769475, -97.17428273712918 49.879437971811704, -97.17468260534586 49.87945017922269, -97.1746938174137 49.87930235996666, -97.17470004630171 49.879220238255286, -97.17470627516482 49.87913811654223, -97.17430636876601 49.87912591939326)))",49.87928804438863,-97.1744944980268
12082236000.0,102 ARLINGTON STREET,False,215000.0,102.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17022935603914 49.880424425823975, -97.16990252151346 49.88041441223194, -97.16989623277934 49.88049999404422, -97.17022308318376 49.88051000790188, -97.17022935603914 49.880424425823975)))",49.88046221034448,-97.1700627982834
12082918000.0,102 CHESTNUT STREET,False,406000.0,102.0,CHESTNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16522492073535 49.88096510383002, -97.16562344107153 49.88097700454381, -97.16563028173785 49.88088642326242, -97.16523159896623 49.88087466666113, -97.16522492073535 49.88096510383002)))",49.88092579832912,-97.16542761537896
12082467000.0,102 HOME STREET,False,333000.0,102.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16872707143239 49.88010175883246, -97.1691525497619 49.88011514550441, -97.16915923695466 49.880024840436484, -97.1687337572084 49.88001147535095, -97.16872707143239 49.88010175883246)))",49.88006330530069,-97.16894316231335
12081983000.0,102 LENORE STREET,False,299000.0,102.0,LENORE,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17193746048358 49.88071651261402, -97.17232823293774 49.88072848347558, -97.17233330825184 49.8806600577565, -97.17194249186328 49.88064808459741, -97.17193746048358 49.88071651261402)))",49.880688283954946,-97.17213537297964
12081625000.0,102 LIPTON STREET,False,285000.0,102.0,LIPTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17460995708309 49.88040757810365, -97.17421018287196 49.880395371006884, -97.17420471158252 49.88046764352015, -97.17460447808763 49.880479850385655, -97.17460995708309 49.88040757810365)))",49.880437610638054,-97.17440733241696
12082060000.0,102 RUBY STREET,False,420000.0,102.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17347406975048 49.880538595394256, -97.17348087912623 49.88044827135612, -97.17308997832241 49.88043632980278, -97.17308322115294 49.88052665284524, -97.17347406975048 49.880538595394256)))",49.8804874613765,-97.17328203809537
12081276000.0,102 SHERBURN STREET,False,392000.0,102.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17649452830227 49.88006801116108, -97.17688130641069 49.88007984491054, -97.17688816495827 49.87998952236778, -97.17650139455856 49.879977687859544, -97.17649452830227 49.88006801116108)))",49.88002876671245,-97.17669134819204
12082939000.0,103 CHESTNUT STREET,False,490000.0,103.0,CHESTNUT,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16496722334733 49.88100451087685, -97.16497572559985 49.880889375637, -97.16457881493675 49.88087983449168, -97.16457037401769 49.88099456384244, -97.16496722334733 49.88100451087685)))",49.880942073328306,-97.16477315155284
12081823000.0,103 LENORE STREET,False,317000.0,103.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1716610490912 49.88066413753611, -97.17127018401094 49.88065213554271, -97.17126359275863 49.880742471003806, -97.17165440722742 49.88075446861962, -97.1716610490912 49.88066413753611)))",49.8807033021656,-97.17146230732794
12081695000.0,103 LIPTON STREET,False,448000.0,103.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17393602443386 49.88065147178185, -97.17394431590614 49.88054198741257, -97.17354267612693 49.88052971719831, -97.17353442412808 49.88063920126567, -97.17393602443386 49.88065147178185)))",49.88059059353451,-97.1737393606762
12081953000.0,103 RUBY STREET,False,358000.0,103.0,RUBY,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17281874406486 49.88031554500163, -97.17242769858342 49.88030356268622, -97.17242262272882 49.880371988439926, -97.17281362490212 49.88038396847703, -97.17281874406486 49.88031554500163)))",49.88034376550478,-97.17262067216492
12081312000.0,103 SHERBURN STREET,True,292000.0,103.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17619432583953 49.88033042626226, -97.17620119409716 49.88024010301099, -97.17581441768465 49.88022826792249, -97.17580754450063 49.88031859197621, -97.17619432583953 49.88033042626226)))",49.88027934737707,-97.17600437018396
12081434000.0,1030 PALMERSTON AVENUE,False,883000.0,1030.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17618146363709 49.87702811397611, -97.17611660499995 49.87700494318841, -97.17600870225353 49.87697248228416, -97.17589973184508 49.8769301648309, -97.17571082405864 49.877436195281604, -97.17583783004038 49.87752078187052, -97.17618146363709 49.87702811397611)))",49.877203687891544,-97.1759229420932
12081436000.0,1031 PALMERSTON AVENUE,True,384000.0,1031.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17555140060573 49.8776891074977, -97.17554307552295 49.87779915457072, -97.17588128933669 49.877809496019694, -97.17566056783181 49.877662495984026, -97.17565514713519 49.877658896130555, -97.17564942940508 49.877655789611715, -97.17564345941982 49.8776532007562, -97.1756372839333 49.877651149838584, -97.17563095130876 49.87764965292062, -97.1756245111401 49.8776487217254, -97.17561801386343 49.87764836354558, -97.1756115103621 49.87764858118623, -97.17560505156824 49.877649372942905, -97.1755986880638 49.877650732614974, -97.1755924696845 49.877652649554165, -97.1755866777011 49.877655002065104, -97.17558110647842 49.87765783805825, -97.17557579628667 49.8776611370343, -97.17557078550931 49.87766487514742, -97.17556611036554 49.877669025377536, -97.1755618046485 49.87767355772573, -97.17555789948102 49.877678439431, -97.17555442309069 49.877683635207134, -97.17555140060573 49.8776891074977)))",49.87774369771475,-97.17566861732254
12081394100.0,1032 PORTAGE AVENUE,False,419000.0,1032.0,PORTAGE,CMRST - STORE,"MULTIPOLYGON (((-97.17632544752853 49.88426261513603, -97.17634624695691 49.88398891949457, -97.17627869887887 49.88399749928591, -97.17619501191125 49.88400812894034, -97.17617420316759 49.88428182710968, -97.17625789901263 49.88427119558355, -97.17632544752853 49.88426261513603)))",49.88413537408068,-97.17626022722192
12081433000.0,1034 PALMERSTON AVENUE,False,663000.0,1034.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17618146363709 49.87702811397611, -97.17583783004038 49.87752078187052, -97.17596483510859 49.87760536740319, -97.17646084248403 49.87715758891193, -97.1763875386127 49.8771176860154, -97.17618146363709 49.87702811397611)))",49.877301992001314,-97.17613586942056
12081393100.0,1036 PORTAGE AVENUE,False,466000.0,1036.0,PORTAGE,CMRST - STORE,"MULTIPOLYGON (((-97.17632544752853 49.88426261513603, -97.17643265843317 49.88424899621237, -97.17645345708162 49.88397530273638, -97.17634624695691 49.88398891949457, -97.17632544752853 49.88426261513603)))",49.88411895853568,-97.1763894524219
12081432000.0,1038 PALMERSTON AVENUE,False,475000.0,1038.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17609184201157 49.877689952822365, -97.17672530764231 49.877292737393105, -97.176550580035 49.87719769812228, -97.17646084248403 49.87715758891193, -97.17596483510859 49.87760536740319, -97.17609184201157 49.877689952822365)))",49.877414625358114,-97.17634071109222
12081392100.0,1038 PORTAGE AVENUE,False,1001000.0,1038.0,PORTAGE,CMOFF - OFFICE,"MULTIPOLYGON (((-97.17660028411589 49.88422770352133, -97.17662107063727 49.883954013030156, -97.17645345708162 49.88397530273638, -97.17643265843317 49.88424899621237, -97.17660028411589 49.88422770352133)))",49.884101505519546,-97.17652686736834
12082237000.0,104 ARLINGTON STREET,False,395000.0,104.0,ARLINGTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17022308318376 49.88051000790188, -97.16989623277934 49.88049999404422, -97.1698899454101 49.880585575876665, -97.17021681030214 49.88059558997802, -97.17022308318376 49.88051000790188)))",49.88054779226404,-97.1700565178321
12082919000.0,104 CHESTNUT STREET,True,358000.0,104.0,CHESTNUT,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16521804807209 49.88105818715004, -97.16561641320418 49.88107008324178, -97.16562344108544 49.88097700454402, -97.16522492074928 49.88096510383024, -97.16521804807209 49.88105818715004)))",49.881017591670215,-97.16542070600788
12082190000.0,104 EVANSON STREET,False,438000.0,104.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17086564912178 49.880615465370695, -97.17120416503516 49.88062586203133, -97.17121040825195 49.88054028214055, -97.17087190691464 49.8805298839263, -97.17086564912178 49.880615465370695)))",49.88057787365102,-97.17103803165048
12081189100.0,104 GARFIELD STREET S,False,438000.0,104.0,GARFIELD,VRES1 - VACANT RESIDENTIAL 1,"MULTIPOLYGON (((-97.17770600326995 49.87890874189435, -97.17812900990039 49.87892185798917, -97.17813375660208 49.87885957096462, -97.17859379502976 49.878830352064305, -97.17862669097515 49.878400099210175, -97.17857087423656 49.87837596730961, -97.17840106905255 49.878286856787206, -97.17839779553732 49.87828484802724, -97.17814835991607 49.87866794241169, -97.17814867241877 49.87866384170445, -97.17771638111891 49.87877184989064, -97.17770600326995 49.87890874189435)))",49.87867314195108,-97.17826709321156
12082468000.0,104 HOME STREET,True,334000.0,104.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16872038423574 49.880192042289984, -97.16914586118253 49.880205449649395, -97.1691525497619 49.88011514550441, -97.16872707143239 49.88010175883246, -97.16872038423574 49.880192042289984)))",49.88015359932743,-97.16893647477464
12081984000.0,104 LENORE STREET,False,395000.0,104.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17193242911559 49.880784940611925, -97.1723231572165 49.88079690920533, -97.1723282329235 49.88072848348435, -97.17193746046968 49.880716512613795, -97.17193242911559 49.880784940611925)))",49.88075671081726,-97.17213031954309
12081626000.0,104 LIPTON STREET,False,366000.0,104.0,LIPTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.1746044781012 49.88047985039486, -97.17420471159642 49.88046764352037, -97.17419924305828 49.88053988650038, -97.17459900108902 49.880552096153835, -97.1746044781012 49.88047985039486)))",49.88050986906088,-97.17440185986818
12081277000.0,104 SHERBURN STREET,False,409000.0,104.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17648766340703 49.88015833448244, -97.17687444640796 49.88017016832834, -97.17688130641069 49.88007984491054, -97.17649452830227 49.88006801116108, -97.17648766340703 49.88015833448244)))",49.88011908981515,-97.1766844861058
12082959000.0,104 WALNUT STREET,False,373000.0,104.0,WALNUT,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16409080592665 49.88118818481814, -97.16448745848221 49.88119825810145, -97.164494175987 49.88110693961437, -97.16409748114758 49.88109695669238, -97.16409080592665 49.88118818481814)))",49.88114758495975,-97.1642925134876
12081178000.0,1044 PALMERSTON AVENUE,False,592000.0,1044.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17609184201157 49.877689952822365, -97.1762395241232 49.877788308257806, -97.17689313492076 49.87737845966823, -97.17687438882591 49.8773700989857, -97.17672530764231 49.877292737393105, -97.17609184201157 49.877689952822365)))",49.87753776293941,-97.17648757868449
12081306000.0,1045 WOLSELEY AVENUE,False,314000.0,1045.0,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17623554199056 49.87978848413669, -97.17624386837485 49.87967900106121, -97.17585711882276 49.879667162918544, -97.17584878735968 49.87977664678995, -97.17623554199056 49.87978848413669)))",49.87972782383616,-97.17604632884856
12081389000.0,1046 PORTAGE AVENUE,False,1041000.0,1046.0,PORTAGE,CMRST - STORE,"MULTIPOLYGON (((-97.17662107063727 49.883954013030156, -97.17660028411589 49.88422770352133, -97.17673770228409 49.88421024701839, -97.17687512174864 49.88419279037323, -97.17702636418525 49.88417357745655, -97.1770471284168 49.88389989644161, -97.17689589254663 49.88391910588757, -97.1767584809607 49.883936559080475, -97.17662107063727 49.883954013030156)))",49.88406379884428,-97.17682371085384
12081229000.0,1046 WOLSELEY AVENUE,False,301000.0,1046.0,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17626442364443 49.879407995409515, -97.17587765823208 49.879396155276545, -97.17587080588825 49.879486487768155, -97.17625756930504 49.87949832609017, -97.17626442364443 49.879407995409515)))",49.87944724107561,-97.17606761364767
12081179000.0,1048 PALMERSTON AVENUE,False,589000.0,1048.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1762395241232 49.877788308257806, -97.17638720822588 49.87788666353207, -97.17705977095669 49.877464930235824, -97.1769927388397 49.8774319571786, -97.17691358172857 49.877386456714035, -97.17689313492076 49.87737845966823, -97.1762395241232 49.877788308257806)))",49.87762978360767,-97.17664522047356
12082449000.0,105 ARLINGTON STREET,False,408000.0,105.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16921049936632 49.88047904564392, -97.1696359515973 49.88049251376542, -97.1696426375206 49.88040218347268, -97.16921718529841 49.88038873606062, -97.16921049936632 49.88047904564392)))",49.880440620019414,-97.16942657655386
12082745000.0,105 ETHELBERT STREET,False,827000.0,105.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.166915361038 49.87983925543851, -97.16730651366682 49.87985004618902, -97.16731462945113 49.879740556736486, -97.16692343243793 49.87972978509628, -97.166915361038 49.87983925543851)))",49.87978991003142,-97.16711499026448
12082215000.0,105 EVANSON STREET,False,407000.0,105.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17061769647772 49.88052209687814, -97.17062385461296 49.88043788345181, -97.17029701964842 49.88042787096661, -97.17029084588015 49.8805120841315, -97.17061769647772 49.88052209687814)))",49.88047498419019,-97.17045735406008
12081694000.0,105 LIPTON STREET,False,356000.0,105.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17392773291745 49.88076095614816, -97.17393602443386 49.88065147178185, -97.17353442412808 49.88063920126567, -97.17352617211918 49.880748684431104, -97.17392773291745 49.88076095614816)))",49.88070007753568,-97.17373108920152
12081954000.0,105 RUBY STREET,False,416000.0,105.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17281362490212 49.88038396847703, -97.17242262272882 49.880371988439926, -97.17241754720574 49.88044041417998, -97.17280850578406 49.88045239105273, -97.17281362490212 49.88038396847703)))",49.88041218987303,-97.17261557433388
12081180000.0,1050 PALMERSTON AVENUE,False,704000.0,1050.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17638720822588 49.87788666353207, -97.17653489157121 49.877985017702414, -97.17722831652097 49.877550201870314, -97.17713349359967 49.8775050515681, -97.17705977095669 49.877464930235824, -97.17638720822588 49.87788666353207)))",49.87772233048084,-97.17680233215542
12081181000.0,1054 PALMERSTON AVENUE,True,935000.0,1054.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17653489157121 49.877985017702414, -97.17668257548259 49.8780833725887, -97.17739932181381 49.877633931510054, -97.17736889118338 49.87761534424548, -97.17732279995842 49.87759734904494, -97.17722831652097 49.877550201870314, -97.17653489157121 49.877985017702414)))",49.877813278515255,-97.1769619767924
12081164100.0,1054 PORTAGE AVENUE,False,2166000.0,1054.0,PORTAGE,CMSTP - STRIP MALL,"MULTIPOLYGON (((-97.17730952971728 49.88413760601315, -97.17746077182353 49.884118392525565, -97.17759818936328 49.88410093589412, -97.17773560823323 49.88408347822148, -97.1778892657399 49.88406395763954, -97.17804292312785 49.88404443685243, -97.1781965804309 49.8840249149612, -97.17821959822369 49.88372384521661, -97.1780659181012 49.883743370374226, -97.17791223646864 49.883762895304756, -97.1777585561086 49.88378242005193, -97.17762109891115 49.883799883442606, -97.17748364161868 49.88381734666909, -97.17733235428159 49.88383656666789, -97.17730952971728 49.88413760601315)))",49.88393072832886,-97.17776451762936
12081273000.0,1055 WOLSELEY AVENUE,False,428000.0,1055.0,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17651512419836 49.879797041206615, -97.17690188199698 49.87980887637719, -97.17691019571673 49.879699393961324, -97.1765234471704 49.8796875580604, -97.17651512419836 49.879797041206615)))",49.87974821760872,-97.17671266195651
12081197000.0,1057 PALMERSTON AVENUE,True,350000.0,1057.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17662821410103 49.87830693667632, -97.17660432594053 49.87862173977526, -97.1767189890528 49.87869810674411, -97.17674287261666 49.878383296360184, -97.17662821410103 49.87830693667632)))",49.878502521091725,-97.1766736004647
12081182000.0,1058 PALMERSTON AVENUE,False,523000.0,1058.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17755927504555 49.8777245931812, -97.17749404328026 49.877692510447574, -97.17739932181381 49.877633931510054, -97.17668257548259 49.8780833725887, -97.17683025999388 49.87818172729189, -97.17755927504555 49.8777245931812)))",49.87790667162599,-97.17711703528607
12082700000.0,106 ETHELBERT STREET,False,805000.0,106.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16797439117255 49.87987226902823, -97.16798284579563 49.879758164151774, -97.16759434678723 49.879747891670036, -97.16758588900936 49.87986201896018, -97.16797439117255 49.87987226902823)))",49.87981008582081,-97.16778436181848
12082469000.0,106 HOME STREET,False,446000.0,106.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16871369840081 49.880282325767475, -97.16913917393082 49.880295754713295, -97.16914586118253 49.880205449649395, -97.16872038423574 49.880192042289984, -97.16871369840081 49.880282325767475)))",49.88024389337549,-97.16892978791144
